Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*19/*46,,Indeterminate,none
*19/*47,,Indeterminate,none
*19/*48,,Indeterminate,none
*19/*49,,Indeterminate,none
*19/*50,,Indeterminate,none
*19/*51,,Indeterminate,none
*19/*52,,Indeterminate,none
*19/*53,,Indeterminate,none
*19/*54,,Indeterminate,none
*19/*55,,Indeterminate,none
*19/*56,,Indeterminate,none
*19/*57,,Indeterminate,none
*19/*58,,Indeterminate,none
*19/*59,,Indeterminate,none
*19/*60,,Indeterminate,none
*19/*61,,Indeterminate,none
*19/*62,,Indeterminate,none
*19/*63,,Indeterminate,none
*19/*64,,Indeterminate,none
*19/*65,,Indeterminate,none
*19/*66,,Indeterminate,none
*19/*67,,Indeterminate,none
*19/*68,,Indeterminate,none
*19/*69,,Indeterminate,none
*19/*70,,Indeterminate,none
*19/*71,,Indeterminate,none
*19/*72,,Indeterminate,none
*19/*73,,Indeterminate,none
*19/*74,,Indeterminate,none
*19/*75,,Indeterminate,none
*20/*20,,Indeterminate,none
*20/*21,,Indeterminate,none
*20/*22,,Indeterminate,none
*20/*23,,Indeterminate,none
*20/*24,,Indeterminate,none
*20/*25,,Indeterminate,none
*20/*26,,Indeterminate,none
*20/*27,,Indeterminate,none
*20/*28,,Indeterminate,none
*20/*29,,Indeterminate,none
*20/*30,,Indeterminate,none
*20/*31,,Indeterminate,none
*20/*32,,Indeterminate,none
*20/*33,,Indeterminate,none
*20/*34,,Indeterminate,none
*20/*35,,Indeterminate,none
*20/*36,,Indeterminate,none
*20/*37,,Indeterminate,none
*20/*38,,Indeterminate,none
*20/*39,,Indeterminate,none
*20/*40,,Indeterminate,none
*20/*41,,Indeterminate,none
*20/*42,,Indeterminate,none
*20/*43,,Indeterminate,none
*20/*44,,Indeterminate,none
*20/*45,,Indeterminate,none
*20/*46,,Indeterminate,none
*20/*47,,Indeterminate,none
*20/*48,,Indeterminate,none
*20/*49,,Indeterminate,none
*20/*50,,Indeterminate,none
*20/*51,,Indeterminate,none
*20/*52,,Indeterminate,none
*20/*53,,Indeterminate,none
*20/*54,,Indeterminate,none
*20/*55,,Indeterminate,none
*20/*56,,Indeterminate,none
*20/*57,,Indeterminate,none
*20/*58,,Indeterminate,none
*20/*59,,Indeterminate,none
*20/*60,,Indeterminate,none
*20/*61,,Indeterminate,none
*20/*62,,Indeterminate,none
*20/*63,,Indeterminate,none
*20/*64,,Indeterminate,none
*20/*65,,Indeterminate,none
*20/*66,,Indeterminate,none
*20/*67,,Indeterminate,none
*20/*68,,Indeterminate,none
*20/*69,,Indeterminate,none
*20/*70,,Indeterminate,none
*20/*71,,Indeterminate,none
*20/*72,,Indeterminate,none
*20/*73,,Indeterminate,none
*20/*74,,Indeterminate,none
*20/*75,,Indeterminate,none
*21/*21,,Indeterminate,none
*21/*22,,Indeterminate,none
*21/*23,,Indeterminate,none
*21/*24,,Indeterminate,none
*21/*25,,Indeterminate,none
*21/*26,,Indeterminate,none
*21/*27,,Indeterminate,none
*21/*28,,Indeterminate,none
*21/*29,,Indeterminate,none
*21/*30,,Indeterminate,none
*21/*31,,Indeterminate,none
*21/*32,,Indeterminate,none
*21/*33,,Indeterminate,none
*21/*34,,Indeterminate,none
*21/*35,,Indeterminate,none
*21/*36,,Indeterminate,none
*21/*37,,Indeterminate,none
*21/*38,,Indeterminate,none
*21/*39,,Indeterminate,none
*21/*40,,Indeterminate,none
*21/*41,,Indeterminate,none
*21/*42,,Indeterminate,none
*21/*43,,Indeterminate,none
*21/*44,,Indeterminate,none
*21/*45,,Indeterminate,none
*21/*46,,Indeterminate,none
*21/*47,,Indeterminate,none
*21/*48,,Indeterminate,none
*21/*49,,Indeterminate,none
*21/*50,,Indeterminate,none
*21/*51,,Indeterminate,none
*21/*52,,Indeterminate,none
*21/*53,,Indeterminate,none
*21/*54,,Indeterminate,none
*21/*55,,Indeterminate,none
*21/*56,,Indeterminate,none
*21/*57,,Indeterminate,none
*21/*58,,Indeterminate,none
*21/*59,,Indeterminate,none
*21/*60,,Indeterminate,none
*21/*61,,Indeterminate,none
*21/*62,,Indeterminate,none
*21/*63,,Indeterminate,none
*21/*64,,Indeterminate,none
*21/*65,,Indeterminate,none
*21/*66,,Indeterminate,none
*21/*67,,Indeterminate,none
*21/*68,,Indeterminate,none
*21/*69,,Indeterminate,none
*21/*70,,Indeterminate,none
*21/*71,,Indeterminate,none
*21/*72,,Indeterminate,none
*21/*73,,Indeterminate,none
*21/*74,,Indeterminate,none
*21/*75,,Indeterminate,none
*22/*22,,Indeterminate,none
*22/*23,,Indeterminate,none
*22/*24,,Indeterminate,none
*22/*25,,Indeterminate,none
*22/*26,,Indeterminate,none
*22/*27,,Indeterminate,none
*22/*28,,Indeterminate,none
*22/*29,,Indeterminate,none
*22/*30,,Indeterminate,none
*22/*31,,Indeterminate,none
*22/*32,,Indeterminate,none
*22/*33,,Indeterminate,none
*22/*34,,Indeterminate,none
*22/*35,,Indeterminate,none
*22/*36,,Indeterminate,none
*22/*37,,Indeterminate,none
*22/*38,,Indeterminate,none
*22/*39,,Indeterminate,none
*22/*40,,Indeterminate,none
*22/*41,,Indeterminate,none
*22/*42,,Indeterminate,none
*22/*43,,Indeterminate,none
*22/*44,,Indeterminate,none
*22/*45,,Indeterminate,none
*22/*46,,Indeterminate,none
*22/*47,,Indeterminate,none
*22/*48,,Indeterminate,none
*22/*49,,Indeterminate,none
*22/*50,,Indeterminate,none
*22/*51,,Indeterminate,none
*22/*52,,Indeterminate,none
*22/*53,,Indeterminate,none
*22/*54,,Indeterminate,none
*22/*55,,Indeterminate,none
*22/*56,,Indeterminate,none
*22/*57,,Indeterminate,none
*22/*58,,Indeterminate,none
*22/*59,,Indeterminate,none
*22/*60,,Indeterminate,none
*22/*61,,Indeterminate,none
*22/*62,,Indeterminate,none
*22/*63,,Indeterminate,none
*22/*64,,Indeterminate,none
*22/*65,,Indeterminate,none
*22/*66,,Indeterminate,none
*22/*67,,Indeterminate,none
*22/*68,,Indeterminate,none
*22/*69,,Indeterminate,none
*22/*70,,Indeterminate,none
*22/*71,,Indeterminate,none
*22/*72,,Indeterminate,none
*22/*73,,Indeterminate,none
*22/*74,,Indeterminate,none
*22/*75,,Indeterminate,none
*23/*23,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*24,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*23/*25,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*23/*26,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*27,,Indeterminate,none
*23/*28,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*29,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*30,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*31,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*32,,Indeterminate,none
*23/*33,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*23/*34,,Indeterminate,none
*23/*35,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*23/*36,,Indeterminate,none
*23/*37,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*39,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*23/*40,,Indeterminate,none
*23/*41,,Indeterminate,none
*23/*42,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*23/*43,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*23/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*45,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*23/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*47,,Indeterminate,none
*23/*48,,Indeterminate,none
*23/*49,,Indeterminate,none
*23/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*51,,Indeterminate,none
*23/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*23/*53,,Indeterminate,none
*23/*54,,Indeterminate,none
*23/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*56,,Indeterminate,none
*23/*57,,Indeterminate,none
*23/*58,,Indeterminate,none
*23/*59,,Indeterminate,none
*23/*60,,Indeterminate,none
*23/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*23/*62,,Indeterminate,none
*23/*63,,Indeterminate,none
*23/*64,,Indeterminate,none
*23/*65,,Indeterminate,none
*23/*66,,Indeterminate,none
*23/*67,,Indeterminate,none
*23/*68,,Indeterminate,none
*23/*69,,Indeterminate,none
*23/*70,,Indeterminate,none
*23/*71,,Indeterminate,none
*23/*72,,Indeterminate,none
*23/*73,,Indeterminate,none
*23/*74,,Indeterminate,none
*23/*75,,Indeterminate,none
*24/*24,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*25,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*26,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*27,,Indeterminate,none
*24/*28,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*29,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*30,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*31,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*32,,Indeterminate,none
*24/*33,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*34,,Indeterminate,none
*24/*35,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*36,,Indeterminate,none
*24/*37,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*38,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*39,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*40,,Indeterminate,none
*24/*41,,Indeterminate,none
*24/*42,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*43,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*44,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*45,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*46,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*47,,Indeterminate,none
*24/*48,,Indeterminate,none
*24/*49,,Indeterminate,none
*24/*50,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*51,,Indeterminate,none
*24/*52,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*53,,Indeterminate,none
*24/*54,,Indeterminate,none
*24/*55,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*56,,Indeterminate,none
*24/*57,,Indeterminate,none
*24/*58,,Indeterminate,none
*24/*59,,Indeterminate,none
*24/*60,,Indeterminate,none
*24/*61,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*24/*62,,Indeterminate,none
*24/*63,,Indeterminate,none
*24/*64,,Indeterminate,none
*24/*65,,Indeterminate,none
*24/*66,,Indeterminate,none
*24/*67,,Indeterminate,none
*24/*68,,Indeterminate,none
*24/*69,,Indeterminate,none
*24/*70,,Indeterminate,none
*24/*71,,Indeterminate,none
*24/*72,,Indeterminate,none
*24/*73,,Indeterminate,none
*24/*74,,Indeterminate,none
*24/*75,,Indeterminate,none
*25/*25,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*26,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*27,,Indeterminate,none
*25/*28,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*29,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*30,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*31,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*32,,Indeterminate,none
*25/*33,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*34,,Indeterminate,none
*25/*35,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*36,,Indeterminate,none
*25/*37,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*38,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*39,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*40,,Indeterminate,none
*25/*41,,Indeterminate,none
*25/*42,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*43,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*44,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*45,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*46,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*47,,Indeterminate,none
*25/*48,,Indeterminate,none
*25/*49,,Indeterminate,none
*25/*50,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*51,,Indeterminate,none
*25/*52,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*53,,Indeterminate,none
*25/*54,,Indeterminate,none
*25/*55,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*56,,Indeterminate,none
*25/*57,,Indeterminate,none
*25/*58,,Indeterminate,none
*25/*59,,Indeterminate,none
*25/*60,,Indeterminate,none
*25/*61,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*25/*62,,Indeterminate,none
*25/*63,,Indeterminate,none
*25/*64,,Indeterminate,none
*25/*65,,Indeterminate,none
*25/*66,,Indeterminate,none
*25/*67,,Indeterminate,none
*25/*68,,Indeterminate,none
*25/*69,,Indeterminate,none
*25/*70,,Indeterminate,none
*25/*71,,Indeterminate,none
*25/*72,,Indeterminate,none
*25/*73,,Indeterminate,none
*25/*74,,Indeterminate,none
*25/*75,,Indeterminate,none
*26/*26,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*27,,Indeterminate,none
*26/*28,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*29,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*30,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*31,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*32,,Indeterminate,none
*26/*33,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*26/*34,,Indeterminate,none
*26/*35,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*26/*36,,Indeterminate,none
*26/*37,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*39,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*26/*40,,Indeterminate,none
*26/*41,,Indeterminate,none
*26/*42,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*26/*43,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*26/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*45,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*26/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*47,,Indeterminate,none
*26/*48,,Indeterminate,none
*26/*49,,Indeterminate,none
*26/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*51,,Indeterminate,none
*26/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*26/*53,,Indeterminate,none
*26/*54,,Indeterminate,none
*26/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*56,,Indeterminate,none
*26/*57,,Indeterminate,none
*26/*58,,Indeterminate,none
*26/*59,,Indeterminate,none
*26/*60,,Indeterminate,none
*26/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*26/*62,,Indeterminate,none
*26/*63,,Indeterminate,none
*26/*64,,Indeterminate,none
*26/*65,,Indeterminate,none
*26/*66,,Indeterminate,none
*26/*67,,Indeterminate,none
*26/*68,,Indeterminate,none
*26/*69,,Indeterminate,none
*26/*70,,Indeterminate,none
*26/*71,,Indeterminate,none
*26/*72,,Indeterminate,none
*26/*73,,Indeterminate,none
*26/*74,,Indeterminate,none
*26/*75,,Indeterminate,none
*27/*27,,Indeterminate,none
*27/*28,,Indeterminate,none
*27/*29,,Indeterminate,none
*27/*30,,Indeterminate,none
*27/*31,,Indeterminate,none
*27/*32,,Indeterminate,none
*27/*33,,Indeterminate,none
*27/*34,,Indeterminate,none
*27/*35,,Indeterminate,none
*27/*36,,Indeterminate,none
*27/*37,,Indeterminate,none
*27/*38,,Indeterminate,none
*27/*39,,Indeterminate,none
*27/*40,,Indeterminate,none
*27/*41,,Indeterminate,none
*27/*42,,Indeterminate,none
*27/*43,,Indeterminate,none
*27/*44,,Indeterminate,none
*27/*45,,Indeterminate,none
*27/*46,,Indeterminate,none
*27/*47,,Indeterminate,none
*27/*48,,Indeterminate,none
*27/*49,,Indeterminate,none
*27/*50,,Indeterminate,none
*27/*51,,Indeterminate,none
*27/*52,,Indeterminate,none
*27/*53,,Indeterminate,none
*27/*54,,Indeterminate,none
*27/*55,,Indeterminate,none
*27/*56,,Indeterminate,none
*27/*57,,Indeterminate,none
*27/*58,,Indeterminate,none
*27/*59,,Indeterminate,none
*27/*60,,Indeterminate,none
*27/*61,,Indeterminate,none
*27/*62,,Indeterminate,none
*27/*63,,Indeterminate,none
*27/*64,,Indeterminate,none
*27/*65,,Indeterminate,none
*27/*66,,Indeterminate,none
*27/*67,,Indeterminate,none
*27/*68,,Indeterminate,none
*27/*69,,Indeterminate,none
*27/*70,,Indeterminate,none
*27/*71,,Indeterminate,none
*27/*72,,Indeterminate,none
*27/*73,,Indeterminate,none
*27/*74,,Indeterminate,none
*27/*75,,Indeterminate,none
*28/*28,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*29,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*30,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*31,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*32,,Indeterminate,none
*28/*33,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*28/*34,,Indeterminate,none
*28/*35,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*28/*36,,Indeterminate,none
*28/*37,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*39,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*28/*40,,Indeterminate,none
*28/*41,,Indeterminate,none
*28/*42,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*28/*43,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*28/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*45,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*28/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*47,,Indeterminate,none
*28/*48,,Indeterminate,none
*28/*49,,Indeterminate,none
*28/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*51,,Indeterminate,none
*28/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*28/*53,,Indeterminate,none
*28/*54,,Indeterminate,none
*28/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*56,,Indeterminate,none
*28/*57,,Indeterminate,none
*28/*58,,Indeterminate,none
*28/*59,,Indeterminate,none
*28/*60,,Indeterminate,none
*28/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*28/*62,,Indeterminate,none
*28/*63,,Indeterminate,none
*28/*64,,Indeterminate,none
*28/*65,,Indeterminate,none
*28/*66,,Indeterminate,none
*28/*67,,Indeterminate,none
*28/*68,,Indeterminate,none
*28/*69,,Indeterminate,none
*28/*70,,Indeterminate,none
*28/*71,,Indeterminate,none
*28/*72,,Indeterminate,none
*28/*73,,Indeterminate,none
*28/*74,,Indeterminate,none
*28/*75,,Indeterminate,none
*29/*29,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*30,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*31,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*32,,Indeterminate,none
*29/*33,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*29/*34,,Indeterminate,none
*29/*35,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*29/*36,,Indeterminate,none
*29/*37,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*39,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*29/*40,,Indeterminate,none
*29/*41,,Indeterminate,none
*29/*42,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*29/*43,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*29/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*45,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*29/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*47,,Indeterminate,none
*29/*48,,Indeterminate,none
*29/*49,,Indeterminate,none
*29/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*51,,Indeterminate,none
*29/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*29/*53,,Indeterminate,none
*29/*54,,Indeterminate,none
*29/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*56,,Indeterminate,none
*29/*57,,Indeterminate,none
*29/*58,,Indeterminate,none
*29/*59,,Indeterminate,none
*29/*60,,Indeterminate,none
*29/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*29/*62,,Indeterminate,none
*29/*63,,Indeterminate,none
*29/*64,,Indeterminate,none
*29/*65,,Indeterminate,none
*29/*66,,Indeterminate,none
*29/*67,,Indeterminate,none
*29/*68,,Indeterminate,none
*29/*69,,Indeterminate,none
*29/*70,,Indeterminate,none
*29/*71,,Indeterminate,none
*29/*72,,Indeterminate,none
*29/*73,,Indeterminate,none
*29/*74,,Indeterminate,none
*29/*75,,Indeterminate,none
*30/*30,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*31,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*32,,Indeterminate,none
*30/*33,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*30/*34,,Indeterminate,none
*30/*35,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*30/*36,,Indeterminate,none
*30/*37,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*39,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*30/*40,,Indeterminate,none
*30/*41,,Indeterminate,none
*30/*42,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*30/*43,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*30/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*45,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*30/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*47,,Indeterminate,none
*30/*48,,Indeterminate,none
*30/*49,,Indeterminate,none
*30/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*51,,Indeterminate,none
*30/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*30/*53,,Indeterminate,none
*30/*54,,Indeterminate,none
*30/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*56,,Indeterminate,none
*30/*57,,Indeterminate,none
*30/*58,,Indeterminate,none
*30/*59,,Indeterminate,none
*30/*60,,Indeterminate,none
*30/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*30/*62,,Indeterminate,none
*30/*63,,Indeterminate,none
*30/*64,,Indeterminate,none
*30/*65,,Indeterminate,none
*30/*66,,Indeterminate,none
*30/*67,,Indeterminate,none
*30/*68,,Indeterminate,none
*30/*69,,Indeterminate,none
*30/*70,,Indeterminate,none
*30/*71,,Indeterminate,none
*30/*72,,Indeterminate,none
*30/*73,,Indeterminate,none
*30/*74,,Indeterminate,none
*30/*75,,Indeterminate,none
*31/*31,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*32,,Indeterminate,none
*31/*33,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*31/*34,,Indeterminate,none
*31/*35,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*31/*36,,Indeterminate,none
*31/*37,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*39,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*31/*40,,Indeterminate,none
*31/*41,,Indeterminate,none
*31/*42,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*31/*43,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*31/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*45,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*31/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*47,,Indeterminate,none
*31/*48,,Indeterminate,none
*31/*49,,Indeterminate,none
*31/*50,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*51,,Indeterminate,none
*31/*52,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
*31/*53,,Indeterminate,none
*31/*54,,Indeterminate,none
*31/*55,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*56,,Indeterminate,none
*31/*57,,Indeterminate,none
*31/*58,,Indeterminate,none
*31/*59,,Indeterminate,none
*31/*60,,Indeterminate,none
*31/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*31/*62,,Indeterminate,none
*31/*63,,Indeterminate,none
*31/*64,,Indeterminate,none
*31/*65,,Indeterminate,none
*31/*66,,Indeterminate,none
*31/*67,,Indeterminate,none
*31/*68,,Indeterminate,none
*31/*69,,Indeterminate,none
*31/*70,,Indeterminate,none
*31/*71,,Indeterminate,none
*31/*72,,Indeterminate,none
*31/*73,,Indeterminate,none
*31/*74,,Indeterminate,none
*31/*75,,Indeterminate,none
*32/*32,,Indeterminate,none
*32/*33,,Indeterminate,none
*32/*34,,Indeterminate,none
*32/*35,,Indeterminate,none
*32/*36,,Indeterminate,none
*32/*37,,Indeterminate,none
*32/*38,,Indeterminate,none
*32/*39,,Indeterminate,none
*32/*40,,Indeterminate,none
*32/*41,,Indeterminate,none
*32/*42,,Indeterminate,none
*32/*43,,Indeterminate,none
*32/*44,,Indeterminate,none
*32/*45,,Indeterminate,none
*32/*46,,Indeterminate,none
*32/*47,,Indeterminate,none
*32/*48,,Indeterminate,none
*32/*49,,Indeterminate,none
*32/*50,,Indeterminate,none
*32/*51,,Indeterminate,none
*32/*52,,Indeterminate,none
*32/*53,,Indeterminate,none
*32/*54,,Indeterminate,none
*32/*55,,Indeterminate,none
*32/*56,,Indeterminate,none
*32/*57,,Indeterminate,none
*32/*58,,Indeterminate,none
*32/*59,,Indeterminate,none
*32/*60,,Indeterminate,none
*32/*61,,Indeterminate,none
*32/*62,,Indeterminate,none
*32/*63,,Indeterminate,none
*32/*64,,Indeterminate,none
*32/*65,,Indeterminate,none
*32/*66,,Indeterminate,none
*32/*67,,Indeterminate,none
*32/*68,,Indeterminate,none
*32/*69,,Indeterminate,none
*32/*70,,Indeterminate,none
*32/*71,,Indeterminate,none
*32/*72,,Indeterminate,none
*32/*73,,Indeterminate,none
*32/*74,,Indeterminate,none
*32/*75,,Indeterminate,none
*33/*33,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*34,,Indeterminate,none
*33/*35,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*33/*36,,Indeterminate,none
*33/*37,0.5,Poor Metabolizer,Abnormal/Priority/High Risk
